,RAZON SOCIAL,POTENCIAL UNO,NOMBRE COMERCIAL,RUC,CONSIGNATARIO,POSICION ARANCELARIA,CODIGO COMPLEMENTARIO,CODIGO SUPLEMENTARIO,DESCRIPCION POSICION,DESCRIPCION DEL DESPACHO,MARCA,MODELO,REFRENDO,ITEM,DAU,FECHA DESPACHO,FECHA EMBARQUE,FECHA LLEGADA,FECHA LIQUIDACION,FECHA PAGO,FECHA SALIDA ALMACEN,REGIMEN,NUMERO MANIFIESTO,MANIFIESTO,CODIGO DOCUMENTO TRANSPORTE,DOCUMENTO TRANSPORTE,ADUANA,PAIS ORIGEN,PAIS PROCEDENCIA,PAIS EMBARQUE,PUERTO EMBARQUE,VIA TRANSPORTE,CONTENEDORES,DEPOSITO,FOB U$S,FLETE U$S,SEGURO U$S,CIF U$S,FACTURA,VALOR FACTURA U$S,BASE IMPONIBLE U$S,KGS NETO,KGS BRUTO,UNIDADES,TIPO UNIDAD,PRECIO UNITARIO U$S,CANTIDAD COMERCIAL,UNIDAD COMERCIAL,PRECIO UNITARIO COMERCIAL U$S,TIPO UNIDAD NOMENCLADOR,ADVAL,MONEDA,EMBARCADOR,INCOTERM,CODIGO LIBERACION,ESTADO MERCADERIA,CLASE MERCADERIA,PAIS DESTINO,TOTAL FOB U$S,TOTAL FLETE U$S,TOTAL SEGURO U$S,TOTAL CIF U$S,TOTAL KGS NETO,TOTAL KGS BRUTO,TOTAL BASE IMPONIBLE,TOTAL CANTIDAD BULTOS,TOTAL AJUSTES,TOTAL OTROS AJUSTES,CLASE,VERIFICADOR,AGENTE AFIANZADO,NAVE,AGENCIA TRANSPORTE,EMPRESA TRANSPORTE,AFORADOR,FECHA AFORO,TIPO AFORO,ACTIVIDAD PRINCIPAL DEL IMPORTADOR,DIRECCION DEL IMPORTADOR,DIRECCION DEL CONSIGNATARIO,CONSOLIDADORA
493,INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A. INTERQUIMEC,,,1790252221001,1790252221001-INTERAMERICANA DE PRODUCTOS QUIMICOS DEL ECUADOR S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA PERLADA,,,02820141000246647,1,1613.0,2014-04-07,2014-03-12,2014-04-06,2014-04-07,2014-04-07,2014-04-11,IMPORTACION A CONSUMO,99999999999,CEC2014MAEU0089,CEC2014MAEU008902630000,562715019,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,25.0,05909025-CONTECON GUAYAQUIL S.A.,"256,320.00","50,400.00",47.00,"306,767.00",,0.0,"306,767.00","33,000.00",0.00,"33,000.00",KILOGRAMO BRUTO,7.77,0.0,,0.0,"kg, Kilogramo",0.0,DOL,Agronova Europe AG,,,NUEVO,,ECUADOR,"256,320.00","50,400.00",47.00,"306,767.00","33,000.00",0.00,"306,767.00",800.00,0.0,0.0,,,01902170: HEREDIA LOPEZ MARIO FERNANDO,MAERSK NIAMEY,07908110-MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,2014-04-07,AFORO NO ESPECIFICADO,9309-OTRAS ACTIVIDADES DE SERVICIO N.C.P.,CALLE E8 S60-15 Y S60 PARQUE INDUSTRIAL SUR TURUBAMBA,,
494,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,"0991352937001-TO ORDER OF FERTISA, FERTILIZANTES, TERMINALES I",3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000249935,1,629.0,2014-04-08,2014-03-10,2014-04-04,2014-05-08,0000-00-00,2014-04-10,IMPORTACION A CONSUMO,99999999999,CEC201482555580,CEC20148255558000010000,201,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,20.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS S.A","235,463.52","20,510.00",933.24,"256,906.77",,0.0,"256,906.77","512,750.00",0.00,"514,748.00",KILOGRAMO BRUTO,0.46,0.0,,0.0,"kg, Kilogramo",0.0,DOL,AMEROPA Dungemittel GmbH,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"235,463.52","20,510.00",933.24,"256,906.77","512,750.00",0.00,"256,906.77","10,255.00",0.0,0.0,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,BALTIC SUMMER,07908255-AGENCIA MARITIMA GLOBAL MARGLOBAL SA,02000005-AGENCIA MARITIMA GLOBAL MARGLOBAL SA,,2014-04-08,AFORO NO ESPECIFICADO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
495,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,0991441336001-FERTILIZANTES DEL PACIFICO FERPACIFIC S.A,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),MURIATO DE POTASIO GRANULADO,,,02820141000252870,1,110.0,2014-04-09,2014-03-13,2014-04-14,2014-04-09,2014-04-09,2014-04-20,IMPORTACION A CONSUMO,99999999999,CEC201400015028,CEC20140001502800020000,PTLD/ECUA-01,GUAYAQUIL MARITIMO,NO ESPECIFICADO,UNITED STATES,UNITED STATES,USPDX-PORTLAND,MARITIMO,0.0,05905088-ECUATORIANA DE GRANOS S.A. ECUAGRAN,"620,000.00","80,000.00","2,240.00","702,240.00",,0.0,"702,240.00","2,000,000.00",0.00,"2,000,000.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,CANPOTEX LIMITED,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"620,000.00","80,000.00","2,240.00","702,240.00","2,000,000.00",0.00,"702,240.00",1.00,0.0,0.0,,,01903863: RIVERA BAJAÑA JORGE RIGOBERTO,ULTRA ESTERHAZY,07000001-HANSAMARITIME S.A.,07000001-HANSAMARITIME S.A.,,2014-04-09,AFORO NO ESPECIFICADO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
496,FERMAGRI S.A.,,,1791401344001,1791401344001-FERMAGRI S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000261166,1,336.0,2014-04-14,2014-03-04,2014-04-13,2014-04-14,2014-04-14,2014-04-21,IMPORTACION A CONSUMO,99999999999,CEC2014MAEU0098,CEC2014MAEU009802700000,951399086,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,19.0,05909025-CONTECON GUAYAQUIL S.A.,"178,011.00","29,754.00",891.00,"208,656.00",,0.0,"208,656.00","513,000.00",0.00,"513,000.00",KILOGRAMO BRUTO,0.35,0.0,,0.0,"kg, Kilogramo",0.0,DOL,Phosagro Asia Pte Ltd,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"178,011.00","29,754.00",891.00,"208,656.00","513,000.00",0.00,"208,656.00",513.00,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,MAERSK NIMES,07908110-MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,2014-04-14,AFORO NO ESPECIFICADO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
497,FERMAGRI S.A.,,,1791401344001,9999999999999-To the order of Amsterdam Trade Bank,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000261398,1,337.0,2014-04-14,2014-03-17,2014-04-13,2014-04-14,2014-04-14,2014-04-15,IMPORTACION A CONSUMO,99999999999,CEC2014MAEU0098,CEC2014MAEU009802880000,951402300,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,19.0,05909025-CONTECON GUAYAQUIL S.A.,"211,370.66","15,668.45",916.29,"227,955.41",,0.0,"227,955.41","503,000.00",0.00,"503,000.00",KILOGRAMO BRUTO,0.42,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"211,370.66","15,668.45",916.29,"227,955.41","503,000.00",0.00,"227,955.41",503.00,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,MAERSK NIMES,07908110-MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,2014-04-14,AFORO NO ESPECIFICADO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
498,DELCORP S.A.,,DELCORP S.A.,991265414001,0991265414001-DELCORP S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,SIN MARCA,,02820141000264238,1,1001927.0,2014-04-15,2014-03-01,2014-04-20,2014-04-15,2014-04-16,0000-00-00,IMPORTACION A CONSUMO,99999999999,CEC201400015033,CEC20140001503300010000,YT1C,GUAYAQUIL MARITIMO,NO ESPECIFICADO,CHINA,CHINA,CNYNT-YANTAI,MARITIMO,0.0,05905088-ECUATORIANA DE GRANOS S.A. ECUAGRAN,"3,554,584.00","283,800.00","10,152.53","3,848,536.50",,0.0,"3,848,536.50","8,617,900.00",0.00,"8,800,000.00",KILOGRAMO BRUTO,0.4,0.0,,0.0,"kg, Kilogramo",0.0,DOL,DREYMOOR FERTILIZER OVERSEAS PTE LTD.,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"3,554,584.00","283,800.00","10,152.53","3,848,536.50","8,617,900.00",0.00,"3,848,536.50",1.00,0.0,0.0,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,SIMON SCHULTE,07000001-HANSAMARITIME S.A.,07000001-HANSAMARITIME S.A.,,2014-04-25,AFORO NO ESPECIFICADO,VENTA AL POR MAYOR DE FERTILIZANTES,V.E. ESTRADA 114 Y BALSAMOS,,
499,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,,,991098127001,0991098127001-IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000264357,1,4118.0,2014-04-15,2014-03-17,2014-04-13,2014-04-15,2014-04-15,2014-04-17,IMPORTACION A CONSUMO,99999999999,CEC2014MAEU0098,CEC2014MAEU009802870000,951393499,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,26.0,05909025-CONTECON GUAYAQUIL S.A.,"229,581.25","39,512.50",376.73,"269,470.47",,0.0,"269,470.47","681,250.00",0.00,682.97,KILOGRAMO BRUTO,336.15,0.0,,0.0,"kg, Kilogramo",0.0,DOL,"OJSC <PhosAgro-Cherepovets>,",,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"229,581.25","39,512.50",376.73,"269,470.47","681,250.00",0.00,"269,470.47",682.00,0.0,0.0,,,01900009: CORNEJO & IGLESIAS ASOCIADOS S.A.,MAERSK NIMES,07908110-MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,2014-04-15,AFORO NO ESPECIFICADO,9309-OTRAS ACTIVIDADES DE SERVICIO N.C.P.,"KM 5.5 SOLAR 2 Y VIA DURAN BABAHOYO, GUAYAQUIL",,
500,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,,,1790580202001,1790580202001-QUIMICA INDUSTRIAL QUIMASA S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,KEYTRADE,,02820141000265848,1,2359.0,2014-04-15,2014-03-16,2014-04-13,2014-04-15,2014-04-15,2014-04-17,IMPORTACION A CONSUMO,99999999999,CEC2014MAEU0098,CEC2014MAEU009802820000,867198190,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,11.0,05909025-CONTECON GUAYAQUIL S.A.,"125,136.00","22,176.00",271.46,"147,583.45",,0.0,"147,583.45","316,800.00",0.00,"317,504.00",KILOGRAMO BRUTO,0.39,0.0,,0.0,"kg, Kilogramo",0.0,DOL,Agronova Europe AG on behalf of Keytrade AG,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"125,136.00","22,176.00",271.46,"147,583.45","316,800.00",0.00,"147,583.45",352.00,0.0,0.0,,,01909416: LUIS FERNANDO PROANO ADRIAN,MAERSK NIMES,07908110-MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,2014-04-15,AFORO NO ESPECIFICADO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,AMAZONAS N35-43 Y JUAN PABLO SANZ,,
501,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,"0991352937001-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS S.A.",3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000266715,1,688.0,2014-04-15,2014-03-02,2014-04-14,2014-05-08,0000-00-00,2014-04-22,IMPORTACION A CONSUMO,99999999999,CEC2014SUDU0035,CEC2014SUDU003530650000,RU1327539,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,28.0,05907400-INARPI S.A.,"357,329.12","24,315.34","1,361.85","383,006.31",,0.0,"383,006.31","812,000.00",0.00,"814,044.00",KILOGRAMO BRUTO,0.44,0.0,,0.0,"kg, Kilogramo",0.0,DOL,"OJSC <PHOSAGRO-CHEREPOVETS>,",,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"714,658.25","48,630.68","2,723.71","766,012.62","1,624,000.00",0.00,"766,012.62",812.00,0.0,0.0,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,CAP DOUKATO,07904609-CMA-CGM ECUADOR S.A.,02901118-CMA-CGM ECUADOR S.A.,,2014-04-15,AFORO NO ESPECIFICADO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
502,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,"0991352937001-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS S.A.",3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000266715,2,688.0,2014-04-15,2014-03-02,2014-04-14,2014-05-08,0000-00-00,2014-04-22,IMPORTACION A CONSUMO,99999999999,CEC2014SUDU0035,CEC2014SUDU003530650000,RU1327539,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,28.0,05907400-INARPI S.A.,"357,329.12","24,315.34","1,361.86","383,006.34",,0.0,"383,006.34","812,000.00",0.00,"814,044.00",KILOGRAMO BRUTO,0.44,0.0,,0.0,"kg, Kilogramo",0.0,DOL,"OJSC <PHOSAGRO-CHEREPOVETS>,",,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,,,,,,,,,,,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,CAP DOUKATO,07904609-CMA-CGM ECUADOR S.A.,02901118-CMA-CGM ECUADOR S.A.,,2014-04-15,AFORO NO ESPECIFICADO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
503,MERCK C A,,,1790001024001,1790001024001-MERCK C.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA CRIST. ADECUADO PARA LA PRODUCCION BIOFARMACEUTICA EMPROVE BIO PH EUR,BP,JP,USP,ACS",MERCK KGAA,,05520141000267195,5,436.0,2014-04-15,2014-04-06,2014-04-07,2014-04-15,2014-04-16,2014-04-21,IMPORTACION A CONSUMO,17,CEC2014KL010210,CEC2014KL01021000020001,000000000FRA391007,QUITO,NO ESPECIFICADO,GERMANY,GERMANY,FRA-FRANKFURT-FRANKFURT INTERNATIONAL AIRPORT,AEREA,0.0,05000004-SERVICIOS LOGISTICOS INTEGRADOS COIMPEXA TABABELA,89.90,7.16,0.29,97.35,,0.0,97.35,5.00,0.00,5.00,KILOGRAMO BRUTO,17.98,0.0,,0.0,"kg, Kilogramo",0.0,DOL,MERCK KGAA,,,NUEVO,,ECUADOR,"30,680.89","2,444.13",98.97,"33,223.99",274.07,0.00,"33,223.99",113.00,0.0,0.0,,,01900235: ANDOSILLA ANDRADE MARY CECILIA,PHBQG,,03905645-KLM CIA REAL HOLANDESA DE AVIACION SA,,2014-04-21,AFORO NO ESPECIFICADO,5231-VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICIN,AVENIDA ELOY ALFARO N34 194 Y CATALINA ALDAZ EDIFICIO CORPORATIVO 194 PISO 8,,
504,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,"0991352937001-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS S.A.",3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000274750,1,702.0,2014-04-21,2014-03-11,2014-04-21,2014-04-21,2014-04-22,2014-04-26,IMPORTACION A CONSUMO,3,CEC201491915032,CEC20149191503200010000,GUAY-01,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,"05909272-FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS S.A","5,886,330.00","572,000.00","21,961.28","6,480,291.50",,0.0,"6,480,291.50","14,307,333.00",0.00,"14,307,333.00",KILOGRAMO BRUTO,0.41,0.0,,0.0,"kg, Kilogramo",0.0,DOL,BRANCH AZOT OJSC UCC URALCHEM IN BEREZNIKI,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"5,886,330.00","572,000.00","21,961.28","6,480,291.50","14,307,333.00",0.00,"6,480,291.50",1.00,0.0,0.0,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,RAINBOW QUEST,07909191-CARVIGO S.A. CARVIGOSA,07909191-CARVIGO S.A. CARVIGOSA,,2014-04-21,AFORO NO ESPECIFICADO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
505,FERMAGRI S.A.,,,1791401344001,1791401344001-FERMAGRI SA,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000284230,1,404.0,2014-04-24,2014-03-07,2014-04-10,2014-04-24,2014-04-24,2014-04-27,IMPORTACION A CONSUMO,99999999999,CEC2014CSVU5145,CEC2014CSVU514590480000,PTLA0HN00,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,17.0,05909025-CONTECON GUAYAQUIL S.A.,"180,225.00","24,030.00",850.00,"205,105.00",,0.0,"205,105.00","480,600.00",0.00,"480,600.00",KILOGRAMO BRUTO,0.38,0.0,,0.0,"kg, Kilogramo",0.0,DOL,BRANCH AZOT OJSC UCC URALCHEM IN,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"180,225.00","24,030.00",850.00,"205,105.00","480,600.00",0.00,"205,105.00",481.00,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,CSAV LARAQUETE,07908291-TRANSOCEANICA COMPAÑIA LIMITADA,02907166-TRANSOCEANICA COMPAÑIA LIMITADA,,2014-04-24,AFORO NO ESPECIFICADO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
506,FERMAGRI S.A.,,,1791401344001,1791401344001-FERMAGRI SA,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,,,02820141000284231,1,405.0,2014-04-24,2014-03-07,2014-04-23,2014-04-24,2014-04-24,2014-04-29,IMPORTACION A CONSUMO,99999999999,CEC2014MSCU0061,CEC2014MSCU006190450000,PTLA0HN01,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,1.0,05909025-CONTECON GUAYAQUIL S.A.,"10,875.00","1,450.00",123.25,"12,448.25",,0.0,"12,448.25","29,000.00",0.00,"29,000.00",KILOGRAMO BRUTO,0.38,0.0,,0.0,"kg, Kilogramo",0.0,DOL,Branch AZOT OJSC UCC Uralchem in,,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"10,875.00","1,450.00",123.25,"12,448.25","29,000.00",0.00,"12,448.25",29.00,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,JPO CAPRICORNUS,07908291-TRANSOCEANICA COMPAÑIA LIMITADA,02907166-TRANSOCEANICA COMPAÑIA LIMITADA,,2014-04-24,AFORO NO ESPECIFICADO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
507,LABORATORIOS ASOCIADOS ZUMBA S A,,,990650381001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA GRADO REAGENT X 500G,,,02820141000322731,41,2322.0,2014-05-07,0000-00-00,0000-00-00,2014-05-08,2014-05-08,0000-00-00,IMPORTACION A CONSUMO,,,,,GUAYAQUIL MARITIMO,NO ESPECIFICADO,SPAIN,NO ESPECIFICADO,,NO ESPECIFICADO,0.0,,106.90,13.06,0.48,120.44,,0.0,120.44,3.00,0.00,5.00,KILOGRAMO BRUTO,21.38,0.0,,0.0,"kg, Kilogramo",0.0,DOL,"SCHARLAB, S.L.",,,NUEVO,,ECUADOR,"15,559.36","1,900.07",69.98,"17,529.41","3,646.47",0.00,"17,529.41",0.00,0.0,0.0,,,01903331: OBANDO NARANJO JOSE RICARDO,,,,,2014-05-09,AFORO NO ESPECIFICADO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KENNEDY VIEJA CALLE UNICA 110 Y AV SAN JORGE,,
508,DUAJA DEL ECUADOR S.A.,,,992249145001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),UREA,UNEX TRADING GMBH,,02820141000336507,1,732.0,2014-05-14,0000-00-00,0000-00-00,2014-05-14,2014-05-14,0000-00-00,IMPORTACION A CONSUMO,,,,,GUAYAQUIL MARITIMO,NO ESPECIFICADO,RUSSIAN FEDERATION,NO ESPECIFICADO,,NO ESPECIFICADO,0.0,,"213,498.00","16,362.00","2,291.63","232,151.62",,0.0,"232,151.62","522,000.00",0.00,"523,044.00",KILOGRAMO BRUTO,0.41,0.0,,0.0,"kg, Kilogramo",0.0,DOL,"OJSC PHOSAGRO-CHEREPOVETS,",,"0640-IVA 0 SEMILLAS ,BULBOS,PLANTAS,ESQUEJES,RAICES VIVAS. CUANDO CONCURRAN LAS CIRCUNSTANCIAS LEGALES DEL ART. 55 LRTI #4",NUEVO,,ECUADOR,"213,498.00","16,362.00","2,291.63","232,151.62","522,000.00",0.00,"232,151.62",0.00,0.0,0.0,,,01902693: MANCERO MORA MARLON LUIS,,,,,2014-05-15,AFORO NO ESPECIFICADO,,Aguirre 324 y chile,,
